op_id_full,anio,mode,categoria_canon,amount_usd,real_usd,pred_usd,error_usd,error_pct
24018HPER,2024,AIR,EQUIPOS_INSTR,481.66,472.1,415.9,-56.2,11.9
21250HPER,2021,SEA,SUSTRATOS,46020.0,66235.5,74143.1,7907.6,11.9
20102HPER,2020,SEA,SUSTRATOS,23232.0,7118.1,7960.2,842.1,11.8
21258HPER,2021,AIR,PLANTAS,9328.0,1513.7,1691.7,178.0,11.8
25128HPER,2025,SEA,SUSTRATOS,82214.15000000001,12630.8,14116.1,1485.3,11.8
20016HTAL,2020,AIR,PLANTAS,1945.0,773.2,864.2,91.0,11.8
23026HPER,2023,AIR,EQUIPOS_INSTR,6108.92,738.5,825.1,86.6,11.7
20095HPER,2020,SEA,EMPAQUE,16389.75,1675.4,1872.0,196.6,11.7
23085HPER,2023,AIR,REPUESTOS,5382.09,2083.8,1841.0,-242.8,11.7
25075HPER,2025,SEA,EMPAQUE,41758.130000000005,8494.8,9488.7,993.9,11.7
21257HPER,2021,AIR,PLANTAS,1634570.0,15261.2,17034.5,1773.3,11.6
25067HPER,2025,SEA,EMPAQUE,54702.47,12619.8,14077.8,1458.0,11.6
24068HPER,2024,SEA,AGROQUIMICOS,16500.0,8215.4,7259.4,-956.0,11.6
25166HPER,2025,SEA,SUSTRATOS,81001.79999999999,14458.6,16141.1,1682.5,11.6
24174HPER,2024,SEA,EMPAQUE,101482.35,9218.2,10287.6,1069.4,11.6
21046HPER,2021,SEA,AGROQUIMICOS,194942.5,2786.2,3105.6,319.4,11.5
20066HTAL,2020,SEA,SUSTRATOS,19360.0,5586.7,6226.7,640.0,11.5
25152HPER,2025,SEA,SUSTRATOS,73986.0,14683.9,16373.3,1689.4,11.5
25100HPER,2025,AIR,EQUIPOS_INSTR,1218.98,1026.7,1144.8,118.1,11.5
23023HPER,2023,SEA,SUSTRATOS,30264.0,4870.2,5418.5,548.3,11.3
24171HPER,2024,SEA,EMPAQUE,30486.61,3493.5,3889.0,395.5,11.3
20112HPER,2020,AIR,PLANTAS,295008.0,5108.5,4533.4,-575.1,11.3
24241HPER,2024,AIR,PLANTAS,3400.0,1707.7,1900.6,192.9,11.3
22010HPER,2022,SEA,SUSTRATOS,63190.0,4668.1,5190.1,522.0,11.2
20098HPER,2020,AIR,PLANTAS,202176.0,2431.0,2703.4,272.4,11.2
24012HPER,2024,AIR,EMPAQUE,2604.0,3135.1,2784.9,-350.2,11.2
22110HPER,2022,SEA,EMPAQUE,22921.49,6555.2,7285.8,730.6,11.1
24150HPER,2024,SEA,SUSTRATOS,35706.0,9019.0,10017.7,998.8,11.1
24093HPER,2024,AIR,PLANTAS,195000.0,5943.2,6605.7,662.5,11.1
22009HPER,2022,SEA,SUSTRATOS,94785.0,8998.0,8003.0,-995.0,11.1
24202HPER,2024,SEA,SUSTRATOS,72150.85,34073.9,37856.7,3782.8,11.1
22105HPER,2022,SEA,EMPAQUE,113380.24,25561.8,28369.2,2807.4,11.0
22264HPER,2022,SEA,EMPAQUE,162824.84,10083.4,11178.6,1095.2,10.9
22013HPER,2022,SEA,SUSTRATOS,21395.14,4568.5,5067.7,499.2,10.9
21099HPER,2021,SEA,EMPAQUE,108143.64,34883.0,31082.2,-3800.7,10.9
25016HPER,2025,SEA,AGROQUIMICOS,101952.0,5501.8,6093.8,592.0,10.8
23017HPER,2023,SEA,EMPAQUE,91525.28,6420.5,7111.7,691.2,10.8
23003HPER,2023,AIR,EMPAQUE,65375.2,14186.1,12672.4,-1513.7,10.7
20013HTAL,2020,AIR,PLANTAS,386922.0,4036.7,3606.1,-430.6,10.7
24198HPER,2024,SEA,SUSTRATOS,72150.85,36100.0,39929.5,3829.5,10.6
21215HPER,2021,SEA,SUSTRATOS,9725.06,3255.6,2910.9,-344.7,10.6
22142HPER,2022,SEA,EMPAQUE,260556.45,17079.1,15268.3,-1810.8,10.6
24033HPER,2024,SEA,SUSTRATOS,42616.2,9077.9,10040.4,962.5,10.6
21072HPER,2021,SEA,EMPAQUE,126083.32,18636.9,20601.1,1964.2,10.5
24031HPER,2024,SEA,SUSTRATOS,42616.2,9077.9,10032.2,954.3,10.5
22043HPER,2022,AIR,PLANTAS,74440.0,6092.4,5449.9,-642.5,10.5
20057BERR,2020,SEA,AGROQUIMICOS,2707.9,986.3,883.3,-103.0,10.4
25120HPER,2025,SEA,SUSTRATOS,93268.25,12349.3,13629.8,1280.5,10.4
21090HPER,2021,SEA,SUSTRATOS,37616.4,6527.5,7209.2,681.7,10.4
23099HPER,2023,SEA,AGROQUIMICOS,162800.0,6280.6,6931.7,651.1,10.4
21276HPER,2021,SEA,MAQUINARIA,0.0,12803.6,11480.2,-1323.4,10.3
22018HPER,2022,SEA,SUSTRATOS,54680.0,4852.3,5350.0,497.7,10.3
21166HPER,2021,SEA,SUSTRATOS,64890.0,5646.8,5067.9,-578.9,10.3
22113HPER,2022,SEA,EMPAQUE,113380.24,32921.6,29537.2,-3384.4,10.3
25058HPER,2025,SEA,EMPAQUE,63000.0,16470.7,18154.8,1684.1,10.2
25089HPER,2025,AIR,EMPAQUE,26905.6,8522.0,7649.6,-872.4,10.2
25160HPER,2025,SEA,SUSTRATOS,73986.0,15226.4,16779.3,1552.9,10.2
21009HTAL,2021,SEA,SUSTRATOS,22300.11,17706.9,19518.5,1811.6,10.2
25104HPER,2025,AIR,PLANTAS,31.5,1697.3,1525.4,-171.9,10.1
21032HPER,2021,SEA,AGROQUIMICOS,98079.9516,5280.2,4745.9,-534.4,10.1
22050HPER,2022,AIR,EQUIPOS_INSTR,2800.0,1001.3,1102.7,101.4,10.1
23158HPER,2023,AIR,REPUESTOS,3726.08,1604.6,1441.9,-162.7,10.1
22073HPER,2022,SEA,MAQUINARIA,354800.0,7257.6,6529.3,-728.3,10.0
21005HTAL,2021,SEA,SUSTRATOS,35680.176,21499.0,23647.7,2148.7,10.0
22272HPER,2022,AIR,EQUIPOS_INSTR,9046.64,1715.1,1544.5,-170.6,9.9
20032HTAL,2020,SEA,AGROQUIMICOS,12037.5,1048.5,1151.8,103.3,9.8
20033HTAL,2020,AIR,REPUESTOS,8405.12,1439.1,1298.0,-141.1,9.8
24110HPER,2024,SEA,AGROQUIMICOS,16500.0,6435.8,7065.8,630.1,9.8
20042HPER,2020,SEA,AGROQUIMICOS,250800.0,2954.4,3241.3,286.9,9.7
24199HPER,2024,SEA,SUSTRATOS,57720.68,26360.6,28913.9,2553.3,9.7
21196HPER,2021,AIR,PLANTAS,85864.0,1921.9,2108.2,186.3,9.7
21149HPER,2021,SEA,EMPAQUE,121073.1,10025.3,10995.0,969.7,9.7
25182HPER,2025,AIR,REPUESTOS,12252.0,1719.3,1886.4,167.1,9.7
20012HTAL,2020,AIR,PLANTAS,249706.0,2838.9,3111.6,272.7,9.6
22058HPER,2022,AIR,PLANTAS,537290.0,6462.5,7081.9,619.4,9.6
20014HTAL,2020,AIR,PLANTAS,627521.6799999999,4249.4,4656.5,407.1,9.6
24123HPER,2024,AIR,PLANTAS,608400.0,9992.6,10954.3,961.7,9.6
24034HPER,2024,SEA,SUSTRATOS,42616.2,9468.9,10379.2,910.3,9.6
25099HPER,2025,SEA,EMPAQUE,42054.61,5389.0,5903.4,514.4,9.5
24098HPER,2024,SEA,EMPAQUE,17562.0,5709.0,6253.5,544.5,9.5
25034HPER,2025,SEA,AGROQUIMICOS,17700.0,6298.3,6893.2,594.9,9.4
20048HPER,2020,AIR,REPUESTOS,539.98,54.0,48.9,-5.1,9.4
21204HPER,2021,SEA,SUSTRATOS,96285.0,6707.0,7337.0,630.0,9.4
22036HPER,2022,SEA,AGROQUIMICOS,121440.0,3473.7,3798.6,324.9,9.4
20026HTAL,2020,SEA,AGROQUIMICOS,13152.0,2099.2,1904.0,-195.2,9.3
21210HPER,2021,SEA,SUSTRATOS,88266.0,8407.3,9192.1,784.8,9.3
21224HPER,2021,AIR,PLANTAS,580266.0,5876.8,6423.0,546.2,9.3
21084HPER,2021,SEA,MAQUINARIA,46191.600000000006,5721.5,6252.3,530.8,9.3
25105HPER,2025,AIR,PLANTAS,4299.2,1973.0,2155.5,182.5,9.2
21244HPER,2021,SEA,SUSTRATOS,95385.0,10630.0,9649.2,-980.8,9.2
20015HPER,2020,SEA,EMPAQUE,1360.0,3411.0,3722.9,311.9,9.1
21175HPER,2021,AIR,PLANTAS,746523.2,8443.9,7674.9,-769.0,9.1
25130HPER,2025,SEA,SUSTRATOS,82214.15000000001,12933.7,14116.1,1182.4,9.1
25156HPER,2025,SEA,SUSTRATOS,73986.0,16087.7,17558.1,1470.4,9.1
22046HPER,2022,AIR,PLANTAS,406362.0,5406.5,5894.8,488.3,9.0
24096HPER,2024,SEA,AGROQUIMICOS,155320.0,6860.1,7473.8,613.7,8.9
25107HPER,2025,SEA,AGROQUIMICOS,17700.0,6358.6,6922.8,564.2,8.9
23014HPER,2023,AIR,PLANTAS,329.9,1753.2,1908.9,155.8,8.9
21048HPER,2021,AIR,REPUESTOS,23595.67,707.3,644.5,-62.8,8.9
23174HPER,2023,SEA,AGROQUIMICOS,187022.0,5312.5,5779.3,466.8,8.8
23177HPER,2023,SEA,EMPAQUE,103863.59,5411.4,5888.5,477.1,8.8
24129HPER,2024,SEA,AGROQUIMICOS,69190.0,3691.5,4014.8,323.3,8.8
24140HPER,2024,SEA,SUSTRATOS,35706.0,9499.0,10321.6,822.6,8.7
25021HPER,2025,SEA,AGROQUIMICOS,178416.0,5417.8,5888.5,470.7,8.7
21087HPER,2021,SEA,EMPAQUE,62990.4,4827.7,5244.7,417.0,8.6
20131HPER,2020,SEA,EQUIPOS_INSTR,488593.0,2883.3,2636.0,-247.3,8.6
25090HPER,2025,SEA,EMPAQUE,34020.0,15769.9,17121.6,1351.7,8.6
23079HPER,2023,SEA,AGROQUIMICOS,11660.0,1375.2,1256.4,-118.8,8.6
20037HTAL,2020,AIR,PLANTAS,508000.0,4974.9,4554.3,-420.6,8.5
25114HPER,2025,AIR,REPUESTOS,8620.46,1252.8,1359.6,106.8,8.5
22174HPER,2022,AIR,EMPAQUE,69195.12,26885.6,24606.0,-2279.6,8.5
24051HPER,2024,AIR,REPUESTOS,39459.25,2681.2,2456.7,-224.6,8.4
23056HPER,2023,SEA,AGROQUIMICOS,95504.64,9035.6,9793.9,758.3,8.4
22019HPER,2022,SEA,SUSTRATOS,54680.0,4934.2,5350.0,415.8,8.4
21236HPER,2021,SEA,SUSTRATOS,63190.0,6179.0,5662.0,-517.0,8.4
20084HPER,2020,SEA,EMPAQUE,41205.02,1684.9,1826.1,141.2,8.4
23084HPER,2023,AIR,REPUESTOS,12159.95,293.2,317.9,24.7,8.4
25054HPER,2025,SEA,EMPAQUE,57153.240000000005,16627.8,18006.4,1378.6,8.3
25143HPER,2025,AIR,PLANTAS,1230.0,1864.3,2019.1,154.8,8.3
24040HPER,2024,AIR,REPUESTOS,1934.96,327.2,300.3,-26.9,8.2
22103HPER,2022,SEA,EMPAQUE,8737.060000000001,4796.4,4401.4,-395.0,8.2
24232HPER,2024,SEA,SUSTRATOS,14430.17,2685.0,2904.2,219.2,8.2
22029HPER,2022,SEA,AGROQUIMICOS,19690.0,1966.8,1804.8,-162.0,8.2
25098HPER,2025,SEA,EMPAQUE,174847.75,12242.0,13238.9,996.9,8.1
21193HPER,2021,SEA,SUSTRATOS,60384.528000000006,23079.5,21202.6,-1876.9,8.1
25066HPER,2025,SEA,EMPAQUE,86197.77,19606.9,21201.9,1595.0,8.1
25097HPER,2025,SEA,EMPAQUE,174844.82,12242.0,13226.5,984.5,8.0
23154HPER,2023,SEA,SUSTRATOS,57680.0,14567.4,15735.4,1168.0,8.0
20100HPER,2020,AIR,EMPAQUE,12192.76,3911.7,4224.3,312.6,8.0
24101HPER,2024,AIR,PLANTAS,507000.0,13428.2,12354.5,-1073.7,8.0
24152HPER,2024,SEA,SUSTRATOS,35706.0,9271.6,10017.7,746.1,8.0
20104HTAL,2020,SEA,AGROQUIMICOS,38020.0,2351.9,2166.3,-185.6,7.9
25194HPER,2025,SEA,SUSTRATOS,144510.8,13888.0,12808.2,-1079.8,7.8
23139HPER,2023,AIR,PLANTAS,1166100.0,11279.1,12160.8,881.7,7.8
24011HPER,2024,AIR,PLANTAS,2240.0,2201.4,2029.8,-171.5,7.8
21157HPER,2021,SEA,SUSTRATOS,48790.0,4623.6,4977.7,354.1,7.7
23104HPER,2023,SEA,SUSTRATOS,34346.56,9266.3,9975.4,709.1,7.7
20039HTAL,2020,AIR,PLANTAS,635000.0,4040.7,4348.7,308.0,7.6
21190HPER,2021,SEA,SUSTRATOS,261089.5,7694.3,8282.4,588.1,7.6
24234HPER,2024,SEA,SUSTRATOS,28860.34,10195.1,10966.7,771.6,7.6
25038HPER,2025,SEA,AGROQUIMICOS,17700.0,6523.3,7012.0,488.7,7.5
22233HPER,2022,SEA,EMPAQUE,22921.49,6543.8,7037.5,493.7,7.5
20056HTAL,2020,SEA,EMPAQUE,27463.8,2762.9,2971.1,208.2,7.5
21094HPER,2021,AIR,EMPAQUE,44464.64,14458.4,15529.2,1070.8,7.4
22031HPER,2022,AIR,REPUESTOS,10959.84,1403.8,1508.4,104.6,7.4
25078HPER,2025,AIR,EQUIPOS_INSTR,4310.66,1291.4,1386.9,95.5,7.4
21126HPER,2021,AIR,PLANTAS,521934.98,6611.2,6126.1,-485.1,7.3
20061HPER,2020,AIR,EQUIPOS_INSTR,3122.08,335.7,360.1,24.4,7.3
22111HPER,2022,SEA,EMPAQUE,51667.88,13454.8,14437.3,982.5,7.3
24135HPER,2024,SEA,SUSTRATOS,35706.0,9621.4,10321.6,700.2,7.3
21077HPER,2021,SEA,SUSTRATOS,5164.236,7904.0,8481.3,577.3,7.3
22159HPER,2022,SEA,EMPAQUE,24965.33,11638.3,10803.5,-834.8,7.2
23048HPER,2023,AIR,EQUIPOS_INSTR,819.0,247.5,265.4,17.9,7.2
25101HPER,2025,AIR,EQUIPOS_INSTR,1300.0,1064.6,1140.3,75.7,7.1
21007HTAL,2021,SEA,SUSTRATOS,22300.11,19270.5,20626.4,1355.9,7.0
21064HPER,2021,SEA,MAQUINARIA,353030.0,3231.2,3458.9,227.7,7.0
21050HPER,2021,SEA,EMPAQUE,7707.96,3815.2,3550.1,-265.1,6.9
23150HPER,2023,AIR,REPUESTOS,1002.97,151.9,141.5,-10.4,6.9
21201HPER,2021,SEA,SUSTRATOS,23082.57,46406.4,43268.8,-3137.6,6.8
25162HPER,2025,SEA,SUSTRATOS,177566.40000000002,13996.2,14948.9,952.7,6.8
21216HPER,2021,SEA,SUSTRATOS,19450.12,5635.8,6015.0,379.2,6.7
25071HPER,2025,SEA,EMPAQUE,32969.16,8088.2,8630.3,542.1,6.7
24099HPER,2024,SEA,AGROQUIMICOS,8490.24,1569.4,1465.1,-104.3,6.6
22048HPER,2022,SEA,AGROQUIMICOS,19690.0,1801.4,1920.9,119.5,6.6
24215HPER,2024,AIR,PLANTAS,3628.23,2400.9,2242.0,-158.9,6.6
24191HPER,2024,SEA,SUSTRATOS,43290.51,21831.8,23277.6,1445.8,6.6
21137HPER,2021,SEA,EMPAQUE,81107.70000000001,14819.4,15781.3,961.9,6.5
20004HTAL,2020,SEA,SUSTRATOS,28392.0,8927.8,8343.2,-584.6,6.5
24136HPER,2024,SEA,SUSTRATOS,35706.0,9693.4,10321.6,628.2,6.5
21145HPER,2021,AIR,MUESTRAS,1.0,303.9,284.1,-19.8,6.5
21043HPER,2021,SEA,AGROQUIMICOS,15552.000000000002,6547.4,6974.8,427.4,6.5
24137HPER,2024,SEA,SUSTRATOS,35706.0,9693.4,10321.6,628.2,6.5
24049HPER,2024,SEA,SUSTRATOS,24279.2,8802.3,8236.1,-566.2,6.4
24036HPER,2024,SEA,AGROQUIMICOS,16980.48,2057.0,2188.4,131.4,6.4
21245HPER,2021,SEA,SUSTRATOS,95385.0,10490.9,11163.2,672.3,6.4
25029HPER,2025,SEA,AGROQUIMICOS,37382.4,2818.2,2995.2,177.0,6.3
24177HPER,2024,SEA,EMPAQUE,170680.51,12187.7,11414.8,-772.9,6.3
25112HPER,2025,AIR,EQUIPOS_INSTR,1358.4,215.8,229.4,13.6,6.3
20130HTAL,2020,SEA,SUSTRATOS,0.0,20009.5,18749.7,-1259.8,6.3
21179HPER,2021,AIR,EMPAQUE,51720.14,16417.4,17429.2,1011.8,6.2
21059HPER,2021,SEA,AGROQUIMICOS,56397.600000000006,3015.2,3201.1,185.9,6.2
20073HPER,2020,AIR,REPUESTOS,26679.94,240.0,254.7,14.7,6.1
23080HPER,2023,SEA,AGROQUIMICOS,17050.0,6852.7,6431.3,-421.4,6.1
23064HPER,2023,SEA,EMPAQUE,70495.5,14071.5,14935.7,864.2,6.1
21168HPER,2021,AIR,REPUESTOS,2643.41,1009.7,1071.1,61.4,6.1
25035HPER,2025,SEA,AGROQUIMICOS,101952.0,5779.2,6132.1,352.9,6.1
24032HPER,2024,SEA,SUSTRATOS,42616.2,9468.9,10040.4,571.5,6.0
24094HPER,2024,AIR,PLANTAS,430.0,1347.9,1428.4,80.5,6.0
21195HPER,2021,SEA,SUSTRATOS,21006.1296,6434.5,6047.0,-387.5,6.0
24006HPER,2024,AIR,EMPAQUE,930.0,2281.7,2418.5,136.8,6.0
25073HPER,2025,SEA,EMPAQUE,59757.48,12223.7,12949.0,725.3,5.9
21208HPER,2021,SEA,SUSTRATOS,29812.0,44747.9,47371.3,2623.4,5.9
24030HPER,2024,SEA,SUSTRATOS,42616.2,9468.9,10032.2,563.3,5.9
20040HTAL,2020,AIR,PLANTAS,335000.0,3112.6,3296.3,183.7,5.9
21222HPER,2021,SEA,SUSTRATOS,96285.0,7080.7,7494.7,414.0,5.8
24158HPER,2024,AIR,PLANTAS,11468.35,2135.9,2260.0,124.1,5.8
24226HPER,2024,AIR,PLANTAS,1811.0,1947.9,2060.0,112.1,5.8
24195HPER,2024,SEA,SUSTRATOS,72150.85,42409.4,39929.5,-2479.9,5.8
20090HPER,2020,AIR,REPUESTOS,12573.62,1340.4,1262.2,-78.2,5.8
24118HPER,2024,AIR,EMPAQUE,39301.259999999995,13942.6,13140.4,-802.1,5.8
24176HPER,2024,SEA,EMPAQUE,166452.44,11255.0,11911.2,656.2,5.8
21192HPER,2021,SEA,SUSTRATOS,42904.0,6239.5,6597.6,358.1,5.7
20038HTAL,2020,AIR,PLANTAS,508000.0,4897.9,4620.9,-277.0,5.7
25126HPER,2025,AIR,EQUIPOS_INSTR,2496.3,257.2,271.8,14.6,5.7
24154HPER,2024,SEA,EMPAQUE,224167.68,4696.6,4433.5,-263.1,5.6
24180HPER,2024,SEA,EMPAQUE,134746.25,10724.3,11327.0,602.7,5.6
22194HPER,2022,SEA,EMPAQUE,36590.4,16044.4,16938.5,894.1,5.6
25092HPER,2025,SEA,EMPAQUE,56681.1,28440.2,30025.2,1585.0,5.6
20097HPER,2020,SEA,AGROQUIMICOS,37000.0,1171.8,1106.8,-65.0,5.5
21110HPER,2021,SEA,SUSTRATOS,20481.768,5905.2,5582.0,-323.2,5.5
25154HPER,2025,SEA,SUSTRATOS,73986.0,16644.6,17558.1,913.5,5.5
24205HPER,2024,SEA,SUSTRATOS,43290.51,20927.6,22068.7,1141.1,5.5
22074HPER,2022,SEA,MAQUINARIA,200081.0,8087.1,7638.7,-448.4,5.5
25039HPER,2025,AIR,REPUESTOS,26252.99,1360.0,1434.9,74.9,5.5
20069HTAL,2020,SEA,EMPAQUE,27463.8,3156.5,3325.8,169.3,5.4
22160HPER,2022,SEA,EMPAQUE,31394.99,10655.6,10077.6,-578.0,5.4
21147HPER,2021,SEA,AGROQUIMICOS,101520.0,11789.3,11148.3,-641.0,5.4
21200HPER,2021,SEA,SUSTRATOS,57888.0,65271.3,68698.7,3427.4,5.3
25044HPER,2025,SEA,AGROQUIMICOS,17700.0,6523.3,6871.9,348.6,5.3
23170HPER,2023,AIR,PLANTAS,810.0,1687.0,1777.1,90.1,5.3
25118HPER,2025,SEA,EMPAQUE,69939.1,5355.7,5637.0,281.3,5.3
24028HPER,2024,AIR,REPUESTOS,4063.92,1294.8,1361.8,67.0,5.2
21264HPER,2021,SEA,SUSTRATOS,94263.0,10699.1,10137.5,-561.6,5.2
21197HPER,2021,SEA,SUSTRATOS,27699.084000000003,48312.0,45803.7,-2508.3,5.2
23065HPER,2023,SEA,EMPAQUE,59788.8,9417.9,9904.8,486.9,5.2
23001HPER,2023,AIR,PLANTAS,124685.0,2682.1,2544.8,-137.3,5.1
21238HPER,2021,SEA,SUSTRATOS,31595.0,3193.4,3029.2,-164.2,5.1
21093HPER,2021,AIR,EMPAQUE,44464.64,13777.5,14473.3,695.8,5.1
24169HPER,2024,SEA,EMPAQUE,104290.0,5797.6,5500.2,-297.4,5.1
22280HPER,2022,AIR,REPUESTOS,1795.96,1358.5,1428.0,69.5,5.1
24149HPER,2024,SEA,SUSTRATOS,35706.0,9535.0,10017.7,482.8,5.1
20122BERR,2020,SEA,AGROQUIMICOS,20570.6,2977.7,2829.9,-147.8,5.0
22076HPER,2022,SEA,MAQUINARIA,203518.0,8232.9,7822.5,-410.4,5.0
24179HPER,2024,SEA,EMPAQUE,170466.65,10855.1,11397.2,542.1,5.0
24015HPER,2024,AIR,EQUIPOS_INSTR,440.0,136.5,129.7,-6.8,5.0
24166HPER,2024,SEA,EMPAQUE,104290.0,6381.8,6695.7,313.9,4.9
23123HPER,2023,SEA,REPUESTOS,36294.39,6030.8,5736.4,-294.4,4.9
20050HTAL,2020,SEA,AGROQUIMICOS,170160.0,2157.5,2262.9,105.4,4.9
20120HTAL,2020,SEA,AGROQUIMICOS,191992.0,5927.0,6218.7,291.7,4.9
21242HPER,2021,SEA,SUSTRATOS,95385.0,11743.0,11163.2,-579.8,4.9
24141HPER,2024,SEA,SUSTRATOS,35706.0,9847.6,10321.6,474.0,4.8
21255HPER,2021,SEA,SUSTRATOS,10503.0648,2639.4,2766.0,126.6,4.8
24052HPER,2024,SEA,AGROQUIMICOS,96222.72,8762.5,9186.8,424.3,4.8
24194HPER,2024,SEA,SUSTRATOS,72150.85,38140.4,39929.5,1789.1,4.7
21019HTAL,2021,AIR,EQUIPOS_INSTR,2920.0,1577.7,1651.6,73.9,4.7
21111HPER,2021,AIR,PLANTAS,528708.9,6067.4,6355.0,287.6,4.7
21055HPER,2021,AIR,PLANTAS,180960.0,1983.9,1891.0,-92.9,4.7
21154HPER,2021,SEA,SUSTRATOS,73185.0,8946.7,9355.8,409.1,4.6
21156HPER,2021,SEA,SUSTRATOS,21372.0,3327.6,3479.6,152.0,4.6
24100HPER,2024,SEA,AGROQUIMICOS,16500.0,5777.9,6042.9,265.0,4.6
21112HPER,2021,AIR,EMPAQUE,54017.59,19935.4,20833.3,897.9,4.5
23060HPER,2023,SEA,EMPAQUE,71649.23000000001,14264.3,14910.2,645.9,4.5
20115HPER,2020,SEA,EQUIPOS_INSTR,6300.0,1242.6,1186.3,-56.4,4.5
23078HPER,2023,SEA,AGROQUIMICOS,35640.0,9772.9,10199.5,426.6,4.4
24224HPER,2024,SEA,AGROQUIMICOS,83160.0,4789.0,4579.0,-210.0,4.4
20064HTAL,2020,SEA,SUSTRATOS,23232.0,6677.1,6971.3,294.2,4.4
21025HPER,2021,SEA,MAQUINARIA,225602.0,7634.3,7294.8,-339.5,4.4
20092HPER,2020,AIR,EMPAQUE,28932.0,7313.7,6995.1,-318.6,4.4
24090HPER,2024,AIR,REPUESTOS,17594.82,1675.7,1603.6,-72.1,4.3
22002HPER,2022,AIR,PLANTAS,1054560.0,11203.7,11687.3,483.6,4.3
21118HPER,2021,SEA,EMPAQUE,50869.6848,8303.6,8657.7,354.1,4.3
24089HPER,2024,AIR,EQUIPOS_INSTR,23074.48,1388.8,1448.3,59.5,4.3
20028BERR,2020,SEA,AGROQUIMICOS,2324.26,1000.8,957.6,-43.1,4.3
25175HPER,2025,SEA,AGROQUIMICOS,17700.0,6342.2,6605.6,263.4,4.2
24060HPER,2024,SEA,AGROQUIMICOS,16500.0,6719.5,7003.1,283.6,4.2
20078HTAL,2020,SEA,EMPAQUE,41205.02,1784.7,1859.2,74.5,4.2
21165HPER,2021,SEA,SUSTRATOS,97335.0,6965.3,7257.1,291.8,4.2
25014HPER,2025,SEA,AGROQUIMICOS,296888.0,11543.9,11070.4,-473.5,4.1
25189HPER,2025,SEA,AGROQUIMICOS,35400.0,7364.8,7668.3,303.5,4.1
25015HPER,2025,SEA,AGROQUIMICOS,17700.0,6340.8,6600.9,260.1,4.1
25096HPER,2025,AIR,REPUESTOS,2389.7000000000003,908.7,945.0,36.3,4.0
24225HPER,2024,SEA,SUSTRATOS,27223.91,7870.2,7557.5,-312.7,4.0
21240HPER,2021,AIR,PLANTAS,229482.0,10508.4,10925.5,417.1,4.0
24017HPER,2024,SEA,SUSTRATOS,56829.479999999996,14633.0,14059.2,-573.8,3.9
20003HTAL,2020,SEA,SUSTRATOS,7476.0,4722.3,4903.2,180.9,3.8
25088HPER,2025,AIR,REPUESTOS,3616.57,1011.8,1050.5,38.7,3.8
20088HPER,2020,SEA,EQUIPOS_INSTR,488508.0,4729.8,4908.3,178.5,3.8
20065HTAL,2020,SEA,SUSTRATOS,23232.0,6630.2,6875.5,245.3,3.7
23009HPER,2023,SEA,AGROQUIMICOS,45239.04,5997.0,6220.5,223.5,3.7
22266HPER,2022,SEA,EMPAQUE,21787.92,6853.9,7106.7,252.8,3.7
22075HPER,2022,SEA,MAQUINARIA,203022.0,8101.6,7802.5,-299.1,3.7
24196HPER,2024,SEA,SUSTRATOS,72150.85,38540.4,39929.5,1389.1,3.6
21176HPER,2021,SEA,AGROQUIMICOS,31104.000000000004,12035.0,11599.3,-435.7,3.6
21069HPER,2021,SEA,EMPAQUE,96647.10480000002,21313.1,20539.5,-773.6,3.6
20051BERR,2020,SEA,AGROQUIMICOS,8880.0,1211.2,1167.1,-44.1,3.6
25164HPER,2025,SEA,SUSTRATOS,81001.79999999999,15223.6,15777.0,553.4,3.6
21123HPER,2021,SEA,SUSTRATOS,27353.375999999997,44595.2,42968.9,-1626.3,3.6
25080HPER,2025,AIR,REPUESTOS,8100.79,1108.8,1069.2,-39.6,3.6
20108HPER,2020,SEA,EQUIPOS_INSTR,263.8,1453.7,1400.7,-53.0,3.6
20001HPER,2020,SEA,EQUIPOS_INSTR,23550.0,1808.8,1872.6,63.8,3.5
21152HPER,2021,SEA,SUSTRATOS,48790.0,5188.4,5372.5,184.1,3.5
22012HPER,2022,AIR,PLANTAS,368592.48,4965.1,4794.6,-170.5,3.4
20089HPER,2020,AIR,PLANTAS,259777.64,2623.6,2533.9,-89.7,3.4
20099HPER,2020,AIR,PLANTAS,129600.0,2270.5,2195.7,-74.8,3.3
24073HPER,2024,AIR,EMPAQUE,3454.0,271.7,263.0,-8.7,3.2
23061HPER,2023,SEA,EMPAQUE,83572.43000000001,14087.6,14541.2,453.6,3.2
24004HPER,2024,AIR,REPUESTOS,2126.1,236.9,244.6,7.7,3.2
22277HPER,2022,AIR,REPUESTOS,749.0,143.6,148.1,4.5,3.2
23043HPER,2023,AIR,REPUESTOS,153756.89,5570.6,5391.8,-178.8,3.2
22259HPER,2022,AIR,REPUESTOS,8530.0,661.5,682.8,21.3,3.2
25055HPER,2025,SEA,EMPAQUE,44529.12,12574.4,12966.0,391.6,3.1
25068HPER,2025,SEA,EMPAQUE,32969.16,8347.7,8609.6,261.9,3.1
25079HPER,2025,SEA,AGROQUIMICOS,99828.0,6041.0,5858.6,-182.4,3.0
21235HPER,2021,SEA,SUSTRATOS,63190.0,5836.5,5662.0,-174.5,3.0
21079HPER,2021,AIR,MUESTRAS,1.0,807.0,831.1,24.1,3.0
23163HPER,2023,AIR,REPUESTOS,65.34,118.3,114.8,-3.5,3.0
