CAMPAÑA,STATUS,OP,OC,BUYER,SUPPLIER,CATEGORY,PRODUCTO,PROYECT,FACTURA,QTY,UM,CUR,AMOUNT,AMOUNT USD,PAYMENT TERM,INCOTERM,MODE,TYPE,COUNTRY ORIGIN,POL,POD,CTNR QTY,CTNR TYPE,BULKS,CARGO READY,CP OPENNING,QUOTE REQUEST RATE,ASSIGMENT DATE2,FFW,NAVIERA / AEROLINEA,BOOKING,CNTR NR,PICK UP DATE,STACKING,ATD,WEEK ATD,B/L- AWB,NAVE,ATA,WEEK ATA,INSURANCE HPER,INSURANCE POLICY DATE,DEPOT,AG. ADUANA,Orden,FECHA IE,FECHA NUM DAM,DAM,FECHA DESCARGA,FECHA TARJA,FECHA LEVANTE,FECHA VISTO BUENO,FECHA INSPECCION SENASA,FECHA LIBERACION SENASA,FECHA VCTO SOBRESTADIA,TRANSP LIMA (T1),FECHA RETIRO (T1),GR T1 ,TRANSP TRUX (T2),FECHA ENTREGA BASE T2 (T1),FECHA GATE IN (T1),PUNTO DE LLEGADA,FECHA INICIO DE VIAJE  (T2),FECHA FIN DE VIAJE (T2),WEEK TRUX ,FECHA CONFIRMACION RECEPCION,GR T2 ,GR HORTIFRUT,WEEK NECESIDAD,FECHA ENVIO ARCHIV,NRO CAJA ARCHIVO,COURIER PARA ENVÍO DE DOCS,NRO DE TRACKING DOCS ,OBSERVACIONES HORTIFRUT,CARGO PRODUCE OBSERVACIONES
2021-2022,LIQUIDADO,22-015-HPER,4700002321,RENE,PROJAR,SUSTRATOS ,TURBA BLEND 1530F,RV11,FX22-00011,22,UN,EUR,"9,725.06","10,697.57",20% AP,CIF,SEA,FCL/FCL,,RIGA,CALLAO,1,40HC,22,-,,,NA,DIRECTO,HAPAG,78606794,HLBU2801507,-,-,21/1/2022,3,HLCURIX220110731,SANTOS EXPRESS 2204S,25/2/2022,8,NO,NA,IMUPESA,AVM,278,15/2/2022,23/2/2022,118-2022-10-070780-01-3-00,26/2/2022,26/2/2022,25/2/2022,,1/3/2022,9/3/2022,10/3/2022,AVM,10/3/2022,001-0111085,TRANSPESA,10/3/2022,10/3/2022,FUNDO ARMONIA,16/3/2022,17/3/2022,11,,001-0110270,014-0001965,-,24/5/2022,2022-1,UPS,1Z48V0570495745734,-,Cargada en CP - [22-015-HPER-1 // HLBU2801507]
2021-2022,LIQUIDADO,22-015-HPER,4700002321,RENE,PROJAR,SUSTRATOS ,TURBA BLEND 1530F,RV11,FX22-00011,22,UN,EUR,"9,725.06","10,697.57",20% AP,CIF,SEA,FCL/FCL,,RIGA,CALLAO,1,40HC,22,-,,,NA,DIRECTO,HAPAG,78606794,GCXU5090680,-,-,21/1/2022,3,HLCURIX220110731,SANTOS EXPRESS 2204S,25/2/2022,8,NO,NA,IMUPESA,AVM,278,15/2/2022,23/2/2022,118-2022-10-070780-01-3-00,26/2/2022,26/2/2022,25/2/2022,,1/3/2022,9/3/2022,10/3/2022,AVM,10/3/2022,001-0111086,TRANSPESA,10/3/2022,10/3/2022,FUNDO ARMONIA,16/3/2022,17/3/2022,11,,001-0110558,014-0001966,-,24/5/2022,2022-1,UPS,1Z48V0570495745734,-,Cargada en CP - [22-015-HPER-2 // GCXU5090680]
2022-2023,LIQUIDADO,22-016-HPER,4700002346,RENE,HFCH,PLANTAS,"ROCIO, SEEDLINGS",-,12460,"35,339",UN,USD,"10,003.95","10,003.95",90,CFR,AIR,AIR,,SANTIAGO,LIMA,-,-,5,-,,,NA,DIRECTO,KOREAN,-,-,-,-,24/1/2022,4,180-48440571,KE274/24,24/1/2022,4,SI,24/1/2022,SAASA,AVM,204,24/1/2022,25/1/2022,235-2022-10-010867-01-1-00,24/1/2022,24/1/2022,25/1/2022,,26/1/2022,11/2/2022,NA,RVC,13/2/2022,001-0110288,RVC,NA,NA,VIVERO ILUSION,13/2/2022,14/2/2022,7,,001-0110558,NA,-,24/5/2022,2022-1,NA,NA,-,No cargada por medio de transporte AIRE [22-016-HPER-1 // 4700002346]
2021-2022,LIQUIDADO,22-017-HPER,4700001929,RENE,OZ,PLANTAS,MAGICA,RV11,INV-OVAU-1505 / INV-OVAU-1606 / INV-OVAU-1607,"93,600",UN,USD,"243,360.00","243,360.00",0,CPT,AIR,AIR,,SANTIAGO,LIMA,-,-,3,-,,,NA,DIRECTO,KOREAN,-,-,-,-,24/1/2022,4,180-48440582,KE274/24,24/1/2022,4,SI,24/1/2022,SAASA,AVM,205,24/1/2022,25/1/2022,235-2022-10-010715-01-7-00,24/1/2022,24/1/2022,25/1/2022,,26/1/2022,11/2/2022,NA,NA,13/2/2022,001-0110289,RVC,NA,NA,VIVERO ILUSION,13/2/2022,14/2/2022,7,,001-0110559,NA,-,24/5/2022,2022-1,NA,NA,-,No cargada por medio de transporte AIRE [22-017-HPER-1 // 4700001929]
2021-2022,LIQUIDADO,22-017-HPER,4700001929,RENE,OZ,PLANTAS,BONITA,RV11,INV-OVAU-1505 / INV-OVAU-1606 / INV-OVAU-1607,"62,400",UN,USD,"162,240.00","162,240.00",0,CPT,AIR,AIR,,SANTIAGO,LIMA,-,-,2,-,,,NA,DIRECTO,KOREAN,-,-,-,-,24/1/2022,4,180-48440582,KE274/24,24/1/2022,4,SI,24/1/2022,SAASA,AVM,205,24/1/2022,25/1/2022,235-2022-10-010715-01-7-00,24/1/2022,24/1/2022,25/1/2022,,26/1/2022,11/2/2022,NA,NA,13/2/2022,001-0110289,RVC,NA,NA,VIVERO ILUSION,13/2/2022,14/2/2022,7,,001-0110559,NA,-,24/5/2022,2022-1,NA,NA,-,No cargada por medio de transporte AIRE [22-017-HPER-2 // 4700001929]
2021-2022,LIQUIDADO,22-018-HPER,4700002352,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV11,FX22-00020,"13,000",UN,USD,"27,340.00","27,340.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,93INO399621221,MSMU8119029,-,-,10/1/2022,2,MEDUC0772565,MSC BRANKA NX208A,5/4/2022,14,NO,NA,IMUPESA,AVM,393,23/3/2022,31/3/2022,118-2022-10-117715-01-4-00,6/4/2022,6/4/2022,5/4/2022,,8/4/2022,8/4/2022,10/4/2022,AVM,12/4/2022,001-111492,JOSELITO,12/4/2022,12/4/2022,FUNDO ARMONIA,15/4/2022,16/4/2022,15,,001-0113028,014-0001406,-,24/5/2022,2022-1,UPS,1Z48V0570491367212,-,Cargada en CP - [22-018-HPER-1 // 4700002252 // MSMU8119029]
2021-2022,LIQUIDADO,22-018-HPER,4700002352,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV11,FX22-00020,"13,000",UN,USD,"27,340.00","27,340.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,93INO399621221,MSMU6419623,-,-,10/1/2022,2,MEDUC0772565,MSC BRANKA NX208A,5/4/2022,14,NO,NA,IMUPESA,AVM,393,23/3/2022,31/3/2022,118-2022-10-117715-01-4-00,6/4/2022,6/4/2022,5/4/2022,,8/4/2022,8/4/2022,10/4/2022,AVM,12/4/2022,001-111493,JOSELITO,12/4/2022,12/4/2022,FUNDO ARMONIA,15/4/2022,16/4/2022,15,,001-205066,014-0001407,-,24/5/2022,2022-1,UPS,1Z48V0570491367212,-,Cargada en CP - [22-018-HPER-2 // 4700002252 // MSMU6419623]
2021-2022,LIQUIDADO,22-019-HPER,4700002353,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV11,FX22-00024,"13,000",UN,USD,"27,340.00","27,340.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,93INO399621221,TGBU9335700,-,-,10/1/2022,2,MEDUC0772557,MSC BRANKA NX208A,5/4/2022,14,NO,NA,IMUPESA,AVM,394,23/3/2022,31/3/2022,118-2022-10-117870-01-1-00,6/4/2022,6/4/2022,5/4/2022,,8/4/2022,8/4/2022,10/4/2022,AVM,12/4/2022,001-0111495,AGERSA,12/4/2022,12/4/2022,FUNDO ARMONIA,15/4/2022,16/4/2022,15,,0039-2374,014-0001497,-,24/5/2022,2022-1,UPS,1Z48V0570491367212,-,Cargada en CP - [22-019-HPER-1 // 4700002253 // TGBU9335700]
2021-2022,LIQUIDADO,22-019-HPER,4700002353,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV11,FX22-00024,"13,000",UN,USD,"27,340.00","27,340.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,93INO399621221,FSCU8342009,-,-,10/1/2022,2,MEDUC0772557,MSC BRANKA NX208A,5/4/2022,14,NO,NA,IMUPESA,AVM,394,23/3/2022,31/3/2022,118-2022-10-117870-01-1-00,6/4/2022,6/4/2022,5/4/2022,,8/4/2022,8/4/2022,10/4/2022,AVM,12/4/2022,001-0111494,AGERSA,12/4/2022,12/4/2022,FUNDO ARMONIA,15/4/2022,16/4/2022,15,,0042-2124,014-0001498,-,24/5/2022,2022-1,UPS,1Z48V0570491367212,-,Cargada en CP - [22-019-HPER-2 // 4700002253 // FSCU8342009]
2021-2022,LIQUIDADO,22-020-HPER,4700002292,RENE,VERITAS,SUSTRATOS ,"5KG NAKED BRICKS-BLUEBERRY
BLEND",RV11,202122/178A,"5,100",UN,USD,"31,595.00","31,595.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,CMA CGM,CBO0238163A,BMOU4333486,-,-,27/11/2021,47,HBG1598989,CALLAO EXPRESS 0WCB5S1MA,18/2/2022,7,NO,NA,IMUPESA,AVM,263,7/2/2022,17/2/2022,118-2022-10-061134-01-5-00,19/2/2022,19/2/2022,22/2/2022,,24/2/2022,24/2/2022,24/2/2022,AVM,2/3/2022,001-0110802,AGERSA,2/3/2022,2/3/2022,FUNDO ARMONIA,2/3/2022,3/3/2022,9,,0050-002228,014-0001939,-,24/5/2022,2022-1,DHL,7515605101,Split de Reserva: BK CBO0238163A,Cargada en CP - [22-020-HPER-1 // 4700002292 // BMOU4333486]
2021-2022,LIQUIDADO,22-021-HPER,4700002293,RENE,VERITAS,SUSTRATOS ,"5KG NAKED BRICKS-BLUEBERRY
BLEND",RV11,202122/178B,"5,100",UN,USD,"31,595.00","31,595.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,CMA CGM,CBO0238163B,CAIU8289210,-,-,27/11/2021,47,HBG1599124,CALLAO EXPRESS 0WCB5S1MA,18/2/2022,7,NO,NA,IMUPESA,AVM,262,7/2/2022,17/2/2022,118-2022-10-061108-01-4-00,19/2/2022,19/2/2022,22/2/2022,,24/2/2022,24/2/2022,25/2/2022,AVM,28/2/2022,001-0110801,AGERSA,1/3/2022,1/3/2022,FUNDO ARMONIA,1/3/2022,2/3/2022,9,,0015-002855,014-0001938,-,24/5/2022,2022-1,DHL,7515605101,Split de Reserva: BK CBO0238163B,Cargada en CP - [22-021-HPER-1 // 4700002293 // CAIU8289210]
2021-2022,LIQUIDADO,22-022-HPER,4700002295,RENE,VERITAS,SUSTRATOS ,"5KG NAKED BRICKS-BLUEBERRY
BLEND",RV11,202122/178D,"5,100",UN,USD,"31,595.00","31,595.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,CMA CGM,CBO0238163D,CMAU4400252,-,-,27/11/2021,47,HBG1599115,CALLAO EXPRESS 0WCB5S1MA,18/2/2022,7,NO,NA,IMUPESA,AVM,261,7/2/2022,17/2/2022,118-2022-10-061018-01-5-00,19/2/2022,19/2/2022,22/2/2022,,24/2/2022,24/2/2022,24/2/2022,AVM,1/3/2022,001-0110799,TRANSPESA,1/3/2022,1/3/2022,FUNDO ARMONIA,13/3/2022,14/3/2022,11,,0038-001592,014-0001958,-,24/5/2022,2022-1,DHL,7515605101,Split de Reserva: BK CBO0238163D,Cargada en CP - [22-022-HPER-1 // 4700002295 // CMAU4400252]
2021-2022,LIQUIDADO,22-022-HPER,4700002295,RENE,VERITAS,SUSTRATOS ,"5KG NAKED BRICKS-BLUEBERRY
BLEND",RV11,202122/178D,"5,100",UN,USD,"31,595.00","31,595.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,CMA CGM,CBO0238163D,CAIU7264516,-,-,27/11/2021,47,HBG1599115,CALLAO EXPRESS 0WCB5S1MA,18/2/2022,7,NO,NA,IMUPESA,AVM,261,7/2/2022,17/2/2022,118-2022-10-061018-01-5-00,19/2/2022,19/2/2022,22/2/2022,,24/2/2022,24/2/2022,24/2/2022,AVM,1/3/2022,001-0110800,TRANSPESA,1/3/2022,1/3/2022,FUNDO ARMONIA,13/3/2022,14/3/2022,11,,0007-000450,014-0001959,-,24/5/2022,2022-1,DHL,7515605101,Split de Reserva: BK CBO0238163D ,Cargada en CP - [22-022-HPER-2 // 4700002295 // CAIU7264516]
2022-2023,LIQUIDADO,22-023-HPER,4700002341,RENE,HFCH,PLANTAS,ROCIO,-,12591,"95,000",UN,USD,"273,600.00","273,600.00",90,CFR,AIR,AIR,,SANTIAGO,LIMA,-,-,3,-,,,NA,DIRECTO,KOREAN,-,-,-,-,31/1/2022,5,180-48460366,KE0274/31,31/1/2022,5,SI,31/1/2022,SAASA,AVM,207,31/1/2022,1/2/2022,235-2022-10-014930-01-1-00,31/1/2022,31/1/2022,1/2/2022,,7/2/2022,7/2/2022,NA,NA,8/2/2022,NA,AVM,NA,NA,VIVERO ILUSION,8/2/2022,9/2/2022,6,,001-0109882,NA,-,24/5/2022,2022-1,NA,NA,-,No cargada por medio de transporte AIRE [22-023-HPER-2 // 4700002341]
2022-2023,LIQUIDADO,22-023-HPER,4700002342,RENE,HFCH,PLANTAS,ROCIO,-,12590,"5,000",UN,USD,"14,400.00","14,400.00",90,CFR,AIR,AIR,,SANTIAGO,LIMA,-,-,1,-,,,NA,DIRECTO,KOREAN,-,-,-,-,31/1/2022,5,180-48460366,KE0274/31,31/1/2022,5,SI,31/1/2022,SAASA,AVM,207,31/1/2022,1/2/2022,235-2022-10-014930-01-1-00,31/1/2022,31/1/2022,1/2/2022,,7/2/2022,7/2/2022,NA,NA,8/2/2022,NA,AVM,NA,NA,VIVERO ILUSION,8/2/2022,9/2/2022,6,,001-0109882,NA,-,24/5/2022,2022-1,NA,NA,-,No cargada por medio de transporte AIRE [22-023-HPER-1 // 4700002342]
2021-2022,LIQUIDADO,22-024-HPER,4700001929,RENE,OZ,PLANTAS,MAGICA,RV11,INV-OVAU-1505 / INV-OVAU-1606 / INV-OVAU-1607,"124,800",UN,USD,"324,480.00","324,480.00",0,FCA,AIR,AIR,,SANTIAGO,LIMA,-,-,4,-,,,NA,DIRECTO,LATAM,-,-,-,-,30/1/2022,4,045-46021850,LA2376/30,30/1/2022,4,SI,31/1/2022,TALMA,AVM,231,31/1/2022,1/2/2022,235-2022-10-014963-01-5-00,30/1/2022,30/1/2022,1/2/2022,,7/2/2022,9/2/2022,NA,NA,10/2/2022,NA,RVC,NA,NA,VIVERO ILUSION,10/2/2022,11/2/2022,6,,001-0109881,NA,-,24/5/2022,2022-1,NA,NA,-,No cargada por medio de transporte AIRE [22-024-HPER-1 // 4700001929]
2021-2022,LIQUIDADO,22-024-HPER,4700001929,RENE,OZ,PLANTAS,BONITA,RV11,INV-OVAU-1505 / INV-OVAU-1606 / INV-OVAU-1607,"19,500",UN,USD,"50,700.00","50,700.00",0,FCA,AIR,AIR,,SANTIAGO,LIMA,-,-,1,-,,,NA,DIRECTO,LATAM,-,-,-,-,30/1/2022,4,045-46021850,LA2376/30,30/1/2022,4,SI,31/1/2022,TALMA,AVM,231,31/1/2022,1/2/2022,235-2022-10-014963-01-5-00,30/1/2022,30/1/2022,1/2/2022,,7/2/2022,9/2/2022,NA,NA,10/2/2022,NA,RVC,NA,NA,VIVERO ILUSION,10/2/2022,11/2/2022,6,,001-0109881,NA,-,24/5/2022,2022-1,NA,NA,-,No cargada por medio de transporte AIRE [22-024-HPER-2 // 4700001929]
2021-2022,LIQUIPARCIAL,22-025-HPER,4700002357,RENE,VERITAS,SUSTRATOS ,"5KG NAKED BRICKS-BLUEBERRY
BLEND",RV11,202122/202A,"5,100",UN,USD,"31,595.00","31,595.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG02486797,MEDU8834091,-,-,31/1/2022,5,MEDUC0784081,CAPE KORTIA NX210A,21/4/2022,16,NO,NA,IMUPESA,AVM,447,8/4/2022,12/4/2022,118-2022-10-134064-01-8-00,22/4/2022,22/4/2022,22/4/2022,,26/4/2022,26/4/2022,26/4/2022,AVM,27/4/2022,,TRANSPESA,27/4/2022,27/4/2022,FUNDO ARMONIA,13/6/2022,14/6/2022,24,,001-0111759,036-0000010,-,24/5/2022,2022-1,DHL,1998578665,-,Cargada en CP - [22-025-HPER-1 // MEDU8834091]
2021-2022,LIQUIPARCIAL,22-025-HPER,4700002357,RENE,VERITAS,SUSTRATOS ,"5KG NAKED BRICKS-BLUEBERRY
BLEND",RV11,202122/202A,"5,100",UN,USD,"31,595.00","31,595.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG02486797,TEMU8700562,-,-,31/1/2022,5,MEDUC0784081,CAPE KORTIA NX210A,21/4/2022,16,NO,NA,IMUPESA,AVM,447,8/4/2022,12/4/2022,118-2022-10-134064-01-8-00,22/4/2022,22/4/2022,22/4/2022,,26/4/2022,26/4/2022,26/4/2022,AVM,27/4/2022,,TRANSPESA,27/4/2022,27/4/2022,FUNDO ARMONIA,31/5/2022,1/6/2022,22,,001-0111758,036-0000009,-,24/5/2022,2022-1,DHL,1998578665,-,Cargada en CP - [22-025-HPER-2 // TEMU8700562]
2021-2022,LIQUIPARCIAL,22-025-HPER,4700002357,RENE,VERITAS,SUSTRATOS ,"5KG NAKED BRICKS-BLUEBERRY
BLEND",RV11,202122/202A,"5,100",UN,USD,"31,595.00","31,595.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG02486797,TCNU6285380,-,-,31/1/2022,5,MEDUC0784081,CAPE KORTIA NX210A,21/4/2022,16,NO,NA,IMUPESA,AVM,447,8/4/2022,12/4/2022,118-2022-10-134064-01-8-00,22/4/2022,22/4/2022,22/4/2022,,26/4/2022,26/4/2022,26/4/2022,AVM,27/4/2022,,TRANSPESA,27/4/2022,27/4/2022,FUNDO ARMONIA,9/5/2022,10/5/2022,19,,001-0111760,036-00000001,-,24/5/2022,2022-1,DHL,1998578665,-,Cargada en CP - [22-025-HPER-3 // TCNU6285380]
2021-2022,LIQUIDADO,22-026-HPER,4700002358,RENE,VERITAS,SUSTRATOS ,"5KG NAKED BRICKS-BLUEBERRY
BLEND",RV11,202122/202B,"5,100",UN,USD,"31,595.00","31,595.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG02486797,FCIU8220130,-,-,31/1/2022,5,MEDUC0784065,CAPE KORTIA NX210A,21/4/2022,16,NO,NA,IMUPESA,AVM,448,8/4/2022,13/4/2022, 118-2022-10-135496-01-9-00,22/4/2022,22/4/2022,22/4/2022,,26/4/2022,26/4/2022,26/4/2022,AVM,27/4/2022,,RVC,27/4/2022,27/4/2022,FUNDO ARMONIA,9/5/2022,10/5/2022,19,,001-0111763,014-0001995,-,24/5/2022,2022-1,DHL,1998578665,-,Cargada en CP - [22-026-HPER-1 // FCIU8220130]
2021-2022,LIQUIDADO,22-026-HPER,4700002358,RENE,VERITAS,SUSTRATOS ,"5KG NAKED BRICKS-BLUEBERRY
BLEND",RV11,202122/202B,"5,100",UN,USD,"31,595.00","31,595.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG02486797,MEDU8795863,-,-,31/1/2022,5,MEDUC0784065,CAPE KORTIA NX210A,21/4/2022,16,NO,NA,IMUPESA,AVM,448,8/4/2022,13/4/2022, 118-2022-10-135496-01-9-00,22/4/2022,22/4/2022,22/4/2022,,26/4/2022,26/4/2022,26/4/2022,AVM,27/4/2022,,RVC,27/4/2022,27/4/2022,FUNDO ARMONIA,4/5/2022,5/5/2022,18,,001-0111762,014-0001993,-,24/5/2022,2022-1,DHL,1998578665,-,Cargada en CP - [22-026-HPER-2 // MEDU8795863]
2021-2022,LIQUIDADO,22-026-HPER,4700002358,RENE,VERITAS,SUSTRATOS ,"5KG NAKED BRICKS-BLUEBERRY
BLEND",RV11,202122/202B,"5,100",UN,USD,"31,595.00","31,595.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG02486797,TGHU9315691,-,-,31/1/2022,5,MEDUC0784065,CAPE KORTIA NX210A,21/4/2022,16,NO,NA,IMUPESA,AVM,448,8/4/2022,13/4/2022, 118-2022-10-135496-01-9-00,22/4/2022,22/4/2022,22/4/2022,,26/4/2022,26/4/2022,26/4/2022,AVM,27/4/2022,,RVC,27/4/2022,27/4/2022,FUNDO ARMONIA,5/5/2022,6/5/2022,18,,001-0111761,014-0001994,-,24/5/2022,2022-1,DHL,1998578665,-,Cargada en CP - [22-026-HPER-3 // TGHU9315691]
2021-2022,LIQUIDADO,22-027-HPER,4700002359,RENE,VERITAS,SUSTRATOS ,"5KG NAKED BRICKS-BLUEBERRY
BLEND",RV11,202122/202C,"5,100",UN,USD,"31,595.00","31,595.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG02486797,TGCU5102750,-,-,31/1/2022,5,MEDUC0784016,CAPE KORTIA NX210A,21/4/2022,16,NO,NA,IMUPESA,AVM,449,8/4/2022,15/4/2022,118-2022-10-134104-01-1-00,22/4/2022,22/4/2022,22/4/2022,,26/4/2022,26/4/2022,26/4/2022,AVM,27/4/2022,,AGERSA,27/4/2022,27/4/2022,FUNDO ARMONIA,5/5/2022,6/5/2022,18,,001-0111764,036-0000075,-,24/5/2022,2022-1,DHL,1998578665,-,Cargada en CP - [22-027-HPER-1 // TGCU5102750]
2021-2022,LIQUIDADO,22-027-HPER,4700002359,RENE,VERITAS,SUSTRATOS ,"5KG NAKED BRICKS-BLUEBERRY
BLEND",RV11,202122/202C,"5,100",UN,USD,"31,595.00","31,595.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG02486797,TGCU5011326,-,-,31/1/2022,5,MEDUC0784016,CAPE KORTIA NX210A,21/4/2022,16,NO,NA,IMUPESA,AVM,449,8/4/2022,15/4/2022,118-2022-10-134104-01-1-00,22/4/2022,22/4/2022,22/4/2022,,26/4/2022,26/4/2022,26/4/2022,AVM,27/4/2022,,AGERSA,27/4/2022,27/4/2022,FUNDO ARMONIA,6/5/2022,7/5/2022,18,,001-0111765,036-0000076,-,24/5/2022,2022-1,DHL,1998578665,-,Cargada en CP - [22-027-HPER-2 // TGCU5011326]
2022-2023,LIQUIDADO,22-028-HPER,4700002247,JOSE,RITEC,EQP & INST,PARTES PARA SISTEMAS DE RIEGO,-,22/08,7,UN,USD,"1,300.00","1,300.00",0,CPT,AIR,AIR,,MADRID,CALLAO,-,-,1,-,,,NA,DIRECTO,IBERIA,-,-,-,-,21/1/2022,3,075-60509396,IB9321,23/1/2022,3,SI,3/2/2022,SAASA,AVM,248,3/2/2022,9/2/2022,235-2022-10-018923-01-8-00,23/1/2022,23/1/2022,10/2/2022,,NA,NA,NA,AVM,11/2/2022,PENDIENTE,AGERSA,NA,NA,FUNDO ARMONIA,18/2/2022,19/2/2022,7,,001-0110273,014-0001912,-,24/5/2022,2022-1,NA,NA,-,No cargada por medio de transporte AIRE [22-028-HPER-2 // 4700002247]
2022-2023,LIQUIDADO,22-028-HPER,4700002259,JOSE,RITEC,EQP & INST,PARTES PARA SISTEMAS DE RIEGO,-,22/08,7,UN,USD,"1,000.00","1,000.00",0,CPT,AIR,AIR,,MADRID,CALLAO,-,-,1,-,,,NA,DIRECTO,IBERIA,-,-,-,-,21/1/2022,3,075-60509396,IB9321,23/1/2022,3,SI,3/2/2022,SAASA,AVM,248,3/2/2022,9/2/2022,235-2022-10-018923-01-8-00,23/1/2022,23/1/2022,10/2/2022,,NA,NA,NA,AVM,11/2/2022,PENDIENTE,AGERSA,NA,NA,FUNDO ARMONIA,18/2/2022,19/2/2022,7,,001-0110273,014-0001912,-,24/5/2022,2022-1,NA,NA,-,No cargada por medio de transporte AIRE [22-028-HPER-1 // 4700002259]
2022-2023,LIQUIDADO,22-029-HPER,4700002314,OMAR,PROMISOL ,AGQ,MUCIGEL,-,F-22036,"2,000",LT,EUR,"17,900.00","19,690.00",90,FOB,SEA,LCL/LCL,,BARCELONA,CALLAO,-,-,2,14/2/2022,,,4/2/2022,AIRSEALOG,CMA CGM,-,-,-,-,19/2/2022,7,BCN/CAL/05556,CMA CGM ARKANSAS 0WCBDS1MA,29/3/2022,13,SI,23/2/2022,DPW,AVM,363,9/3/2022,25/3/2022,"	 118-2022-10-109452-01-8-00",30/3/2022,31/3/2022,29/3/2022,,NA,NA,NA,AVM,6/4/2022,,AGERSA,6/4/2022,NA,FUNDO ARMONIA,22/4/2022,23/4/2022,16,,001-111257,036-00057,-,24/5/2022,2022-1,NA,NA,-,Cargada en CP - Se sacaron datos de carpeta compartida y naviera [22-029-HPER // 4700002314 // TCNU7220070]
2021-2022,LIQUIDADO,22-030-HPER,4700001929,RENE,OZ,PLANTAS,MAGICA,RV11,INV-OVAU-1505 / INV-OVAU-1606 / INV-OVAU-1607,"90,000",UN,USD,"234,000.00","234,000.00",0,FCA,AIR,AIR,,SANTIAGO,LIMA,-,-,3,-,,,NA,DIRECTO,KOREAN,-,-,-,-,7/2/2022,6,180-48460510,KE0274/07,7/2/2022,6,SI,7/2/2022,SAASA,AVM,259,7/2/2022,8/2/2022,235-2022-10-018504-01-5-00,7/2/2022,7/2/2022,8/2/2022,,9/2/2022,9/2/2022,NA,NA,10/2/2022,NA,AVM,NA,NA,VIVERO ILUSION,10/2/2022,11/2/2022,6,,001-0110270,NA,-,24/5/2022,2022-1,NA,NA,-,No cargada por medio de transporte AIRE [22-030-HPER-1 // 4700001929]
2021-2022,LIQUIDADO,22-030-HPER,4700001929,RENE,OZ,PLANTAS,BONITA,RV11,INV-OVAU-1505 / INV-OVAU-1606 / INV-OVAU-1607,"8,000",UN,USD,"20,800.00","20,800.00",0,FCA,AIR,AIR,,SANTIAGO,LIMA,-,-,1,-,,,NA,DIRECTO,KOREAN,-,-,-,-,7/2/2022,6,180-48460510,KE0274/07,7/2/2022,6,SI,7/2/2022,SAASA,AVM,259,7/2/2022,8/2/2022,235-2022-10-018504-01-5-00,7/2/2022,7/2/2022,8/2/2022,,9/2/2022,9/2/2022,NA,NA,10/2/2022,NA,AVM,NA,NA,VIVERO ILUSION,10/2/2022,11/2/2022,6,,001-0110270,NA,-,24/5/2022,2022-1,NA,NA,-,No cargada por medio de transporte AIRE [22-030-HPER-2 // 4700001929]
